,encoder_neurons,activation,optimizer,loss,hidden_neurons,avg_final_val_loss,loss_history
0,"[100, 50]",softplus,adamax,<keras.src.losses.losses.MeanSquaredError object at 0x7990cc2de900>,7,"[21.69091033935547, 21.691326141357422, 21.69188117980957, 21.69248390197754, 21.69306182861328, 21.693553924560547, 21.693925857543945, 21.69416046142578, 21.69424819946289, 21.694202423095703, 21.69404411315918, 21.69379425048828, 21.693479537963867, 21.69312858581543]","[251.78289794921875, 247.2494659423828, 241.59979248046875, 234.9116668701172, 227.34127807617188, 219.16928100585938, 210.655517578125, 201.58274841308594, 191.95391845703125, 182.09918212890625, 172.3875732421875, 163.18203735351562, 154.65171813964844, 146.68106079101562, 138.8689422607422, 130.6897430419922, 121.85418701171875, 112.46471405029297, 102.94530487060547, 93.8348388671875, 85.53173828125, 78.2152328491211, 71.86844635009766, 66.35163879394531, 61.50473403930664, 57.227169036865234, 53.49639892578125, 50.333152770996094, 47.74271011352539, 45.6695442199707, 43.98890686035156, 42.537986755371094, 41.19574737548828, 39.916229248046875, 38.72706604003906, 37.67945861816406, 36.79734420776367, 36.0551643371582, 35.389156341552734, 34.73778533935547, 34.071739196777344, 33.401512145996094, 32.755088806152344, 32.14823913574219, 31.56884765625, 30.98534393310547, 30.36864471435547, 29.711463928222656, 29.031347274780273, 28.357784271240234, 27.714984893798828, 27.110965728759766, 26.53976058959961, 25.994747161865234, 25.478086471557617, 25.000221252441406, 24.572315216064453, 24.198448181152344, 23.873153686523438, 23.585678100585938, 23.32695770263672, 23.09402084350586, 22.888887405395508, 22.714046478271484, 22.568592071533203, 22.447818756103516, 22.345779418945312, 22.258270263671875, 22.183849334716797, 22.122488021850586, 22.0733585357666, 22.033702850341797, 21.999643325805664, 21.968215942382812, 21.939374923706055, 21.914710998535156, 21.89581871032715, 21.883092880249023, 21.875429153442383, 21.870576858520508, 21.866838455200195, 21.86330223083496, 21.85968017578125, 21.8558292388916, 21.851455688476562, 21.846162796020508, 21.839792251586914, 21.832674026489258, 21.82563018798828, 21.819190979003906, 21.813762664794922, 21.80938720703125, 21.8057861328125, 21.80260467529297, 21.799606323242188, 21.796688079833984, 21.793773651123047, 21.79074478149414, 21.78748321533203, 21.783946990966797, 21.780221939086914, 21.776525497436523, 21.773086547851562, 21.770065307617188, 21.76749610900879, 21.76533317565918, 21.763498306274414, 21.761932373046875, 21.760591506958008, 21.759422302246094, 21.758358001708984, 21.7573299407959, 21.756301879882812, 21.75528335571289, 21.754318237304688, 21.753459930419922, 21.75274658203125, 21.752187728881836, 21.75176239013672, 21.751440048217773, 21.751190185546875, 21.750988006591797, 21.750797271728516, 21.75058937072754, 21.750347137451172, 21.75005340576172, 21.74972152709961, 21.749372482299805, 21.7490234375, 21.748695373535156, 21.74839210510254, 21.74810791015625, 21.747833251953125, 21.747549057006836, 21.74724578857422, 21.746925354003906, 21.746673583984375, 21.746740341186523, 21.746700286865234, 21.74649429321289, 21.74625015258789, 21.746082305908203, 21.746015548706055, 21.746009826660156, 21.746028900146484, 21.746047973632812, 21.74605369567871, 21.74604034423828, 21.746004104614258, 21.745956420898438, 21.74590492248535, 21.745864868164062, 21.74584197998047, 21.74582290649414, 21.74578857421875, 21.74573516845703, 21.74566650390625, 21.74560546875, 21.745555877685547, 21.74551773071289, 21.745479583740234, 21.74542999267578, 21.745376586914062, 21.74530792236328, 21.7452392578125, 21.745168685913086, 21.745105743408203, 21.745052337646484, 21.74500274658203, 21.74495506286621, 21.744903564453125, 21.74483871459961, 21.744762420654297, 21.744670867919922, 21.744569778442383, 21.744495391845703, 21.744491577148438, 21.744516372680664, 21.744495391845703, 21.744457244873047, 21.74444007873535, 21.74445343017578, 21.744476318359375, 21.744495391845703, 21.744503021240234, 21.744491577148438, 21.744468688964844, 21.744434356689453, 21.744388580322266, 21.744335174560547, 21.744287490844727, 21.744243621826172, 21.74420928955078, 21.744186401367188, 21.744163513183594, 21.744144439697266, 21.74412727355957, 21.744115829467773, 21.744108200073242, 21.74410629272461, 21.744098663330078, 21.74408721923828, 21.744070053100586, 21.744050979614258, 21.744022369384766, 21.743995666503906, 21.743967056274414, 21.743942260742188, 21.743915557861328, 21.743892669677734, 21.743873596191406, 21.743854522705078, 21.74383544921875, 21.743818283081055, 21.743804931640625, 21.743785858154297, 21.743770599365234, 21.743751525878906, 21.743732452392578, 21.743709564208984, 21.74368667602539, 21.74365997314453, 21.743635177612305, 21.743608474731445, 21.74358367919922, 21.743558883666992, 21.7435359954834, 21.743511199951172, 21.743488311767578, 21.743465423583984, 21.74344253540039, 21.74341583251953, 21.743392944335938, 21.743362426757812, 21.743331909179688, 21.743301391601562, 21.743268966674805, 21.74323272705078, 21.743194580078125, 21.74315643310547, 21.743120193481445, 21.743078231811523, 21.7430362701416, 21.742992401123047, 21.742948532104492, 21.742900848388672, 21.742849349975586, 21.742795944213867, 21.74273681640625, 21.742673873901367, 21.74260711669922, 21.742536544799805, 21.74245834350586, 21.74237632751465, 21.742286682128906, 21.742191314697266, 21.742088317871094, 21.74197769165039, 21.74185562133789, 21.74172592163086, 21.741579055786133, 21.74142074584961, 21.741241455078125, 21.741043090820312, 21.74082374572754, 21.740575790405273, 21.74029541015625, 21.739978790283203, 21.739614486694336, 21.73919677734375, 21.73871612548828, 21.738155364990234, 21.73749542236328, 21.73672103881836, 21.735797882080078, 21.73470115661621, 21.733388900756836, 21.73181915283203, 21.729948043823242, 21.72772979736328, 21.725122451782227, 21.722118377685547, 21.71872901916504, 21.71502113342285, 21.711105346679688, 21.7071533203125, 21.703351974487305, 21.69989013671875, 21.696910858154297, 21.69451141357422, 21.692733764648438, 21.69155502319336, 21.69091796875, 21.690738677978516, 21.69091033935547, 21.691326141357422, 21.69188117980957, 21.69248390197754, 21.69306182861328, 21.693553924560547, 21.693925857543945, 21.69416046142578, 21.69424819946289, 21.694202423095703, 21.69404411315918, 21.69379425048828, 21.693479537963867, 21.69312858581543, 21.692764282226562]"
