,activation,optimizer,avg_final_val_loss
0,relu,adam,2.163870684305827
0,relu,nadam,2.121274161338806
0,relu,rmsprop,2.795342445373535
0,relu,adagrad,35.81402842203776
0,relu,adadelta,36.081424204508465
0,relu,ftrl,38.474586232503256
0,relu,adamax,2.7353798389434814
0,relu,adamw,2.0650110483169555
0,relu,lion,1.9280445496241252
