1 2 3 4 5 6 7 8
version_number compiler build MESA_SDK_version math_backend date burn_min1 burn_min2
"12778" "gfortran" "9.2.0" "x86_64-linux-20.3.2" "CRMATH" "20240325" 5.0000000000000000E+001 1.0000000000000000E+003

1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57
model_number star_age star_mass log_L log_R log_Teff log_center_T log_center_Rho log_center_P center_h1 center_he3 center_he4 center_c12 center_n14 center_o16 center_ne20 center_mg24 center_si28 center_s32 center_ar36 center_ca40 center_ti44 center_cr48 center_fe52 center_fe54 center_fe56 center_ni56 center_degeneracy center_ye center_entropy compactness_parameter dynamic_timescale kh_timescale nuc_timescale pp cno tri_alfa log_LH log_LHe log_LZ log_Lneu he_core_mass c_core_mass o_core_mass si_core_mass fe_core_mass he_core_radius c_core_radius o_core_radius si_core_radius fe_core_radius max_abs_v_velocity surf_avg_omega_div_omega_crit log_total_angular_momentum surf_avg_omega surf_avg_v_rot star_mdot
1 1.0000000000000001E-005 1.4999999999999741E+001 4.4845818179140799E+000 2.5047359047638200E+000 3.6304069203229230E+000 5.4779242079420616E+000 -5.3803398416535062E+000 8.2917125517713846E+000 7.5700000000000012E-001 2.5753670467055521E-005 2.4197424632953296E-001 2.0596951064740936E-004 6.0335156651373538E-005 5.6019382083326427E-004 1.2564618982421072E-004 4.7855322043631998E-005 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -1.2803900791058032E+001 8.7850429227841120E-001 3.5551295335915007E+001 3.5099209711576383E-005 1.4777188018195461E+007 5.4130786144121907E+002 4.9148406447088746E+006 -2.1653678466985074E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.1653678466985074E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.3051546634055558E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -9.8999999999999986E+001 0.0000000000000000E+000 0.0000000000000000E+000 -2.6036311709267921E-008
2 2.2000000000000003E-005 1.4999999999999428E+001 4.4842406587481589E+000 2.5047338768147647E+000 3.6303226445059709E+000 5.4779226410275959E+000 -5.3803371143476362E+000 8.2917129292238396E+000 7.5700000000000012E-001 2.5753670467055521E-005 2.4197424632953296E-001 2.0596951064740933E-004 6.0335156651373531E-005 5.6019382083326427E-004 1.2564618982421072E-004 4.7855322043631998E-005 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -1.2803888937976115E+001 8.7850429227841120E-001 3.5551261853039676E+001 3.5099215499749383E-005 1.4777084514878921E+007 5.4173578145785098E+002 4.9187030048316792E+006 -2.1653676939007564E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.1653676939007564E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.3051545106078049E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -9.8999999999999986E+001 0.0000000000000000E+000 0.0000000000000000E+000 -2.6018751600765847E-008
3 3.6400000000000004E-005 1.4999999999999055E+001 4.4838430136217609E+000 2.5047315083462731E+000 3.6302244174586167E+000 5.4779209982597417E+000 -5.3803338368355469E+000 8.2917136990462481E+000 7.5700000000000012E-001 2.5753670467055521E-005 2.4197424632953296E-001 2.0596951064740933E-004 6.0335156651373545E-005 5.6019382083326427E-004 1.2564618982421072E-004 4.7855322043631998E-005 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -1.2803875531321927E+001 8.7850429227841120E-001 3.5551224348244745E+001 3.5099228264092887E-005 1.4776963632906020E+007 5.4223498537430191E+002 4.9232086894641565E+006 -2.1653673110199481E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.1653673110199481E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.3051541277269965E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -9.8999999999999986E+001 0.0000000000000000E+000 0.0000000000000000E+000 -2.5998199248495405E-008
4 5.3680000000000001E-005 1.4999999999998604E+001 4.4833823364155050E+000 2.5047288193370814E+000 3.6301105926616488E+000 5.4779191485282857E+000 -5.3803302663937309E+000 8.2917144585367790E+000 7.5700000000000012E-001 2.5753670467055521E-005 2.4197424632953296E-001 2.0596951064740936E-004 6.0335156651373531E-005 5.6019382083326427E-004 1.2564618982421072E-004 4.7855322043632005E-005 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -1.2803860716792894E+001 8.7850429227841098E-001 3.5551182807690239E+001 3.5099240630922656E-005 1.4776826392364960E+007 5.4281382638507716E+002 4.9284337462836318E+006 -2.1653669517942273E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.1653669517942273E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.3051537685012754E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -9.8999999999999986E+001 0.0000000000000000E+000 0.0000000000000000E+000 -2.5974264232799365E-008
5 7.4416000000000000E-005 1.4999999999998069E+001 4.4828523841322658E+000 2.5047258333777687E+000 3.6299795975704954E+000 5.4779170552869756E+000 -5.3803265005281213E+000 8.2917150723767481E+000 7.5700000000000012E-001 2.5753670467055521E-005 2.4197424632953299E-001 2.0596951064740933E-004 6.0335156651373538E-005 5.6019382083326427E-004 1.2564618982421072E-004 4.7855322043631998E-005 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -1.2803844595439857E+001 8.7850429227841120E-001 3.5551137375689756E+001 3.5099250106156086E-005 1.4776673997699745E+007 5.4348034145278211E+002 4.9344513887655269E+006 -2.1653667032910246E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.1653667032910246E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.3051535199980727E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -9.8999999999999986E+001 0.0000000000000000E+000 0.0000000000000000E+000 -2.5946566026467372E-008
6 9.9299199999999986E-005 1.4999999999997423E+001 4.4822051762604733E+000 2.5047222512502212E+000 3.6298195866663208E+000 5.4779148219285538E+000 -5.3803223922370096E+000 8.2917158081505384E+000 7.5700000000000012E-001 2.5753670467055521E-005 2.4197424632953299E-001 2.0596951064740933E-004 6.0335156651373531E-005 5.6019382083326427E-004 1.2564618982421072E-004 4.7855322043631998E-005 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -1.2803827183318917E+001 8.7850429227841120E-001 3.5551088384199346E+001 3.5099261549934391E-005 1.4776491178418165E+007 5.4429535688930673E+002 4.9418104429148948E+006 -2.1653664012394437E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.1653664012394437E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.3051532179464918E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -9.8999999999999986E+001 0.0000000000000000E+000 0.0000000000000000E+000 -2.5914745598213944E-008
7 1.2915903999999998E-004 1.4999999999996650E+001 4.4814512293036524E+000 2.5047182382833797E+000 3.6296331064105365E+000 5.4779124778152637E+000 -5.3803179768039699E+000 8.2917166729436698E+000 7.5700000000000012E-001 2.5753670467055521E-005 2.4197424632953296E-001 2.0596951064740933E-004 6.0335156651373538E-005 5.6019382083326427E-004 1.2564618982421072E-004 4.7855322043631991E-005 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -1.2803808665476348E+001 8.7850429227841098E-001 3.5551036369856085E+001 3.5099275070521913E-005 1.4776286373289783E+007 5.4524612716710806E+002 4.9503970104896277E+006 -2.1653660442057440E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.1653660442057440E+001 -9.8999999999999986E+001 -3.7327719462333661E+001 -2.3051528609127921E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -9.8999999999999986E+001 0.0000000000000000E+000 0.0000000000000000E+000 -2.5875941450007598E-008
8 1.6499084799999998E-004 1.4999999999995724E+001 4.4806197832648458E+000 2.5047140098952112E+000 3.6294273590949189E+000 5.4779100606390516E+000 -5.3803133088890567E+000 8.2917176674697934E+000 7.5700000000000012E-001 2.5753670467055521E-005 2.4197424632953293E-001 2.0596951064740936E-004 6.0335156651373538E-005 5.6019382083326427E-004 1.2564618982421072E-004 4.7855322043631998E-005 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -1.2803789301395943E+001 8.7850429227841098E-001 3.5550982075279386E+001 3.5099290664726585E-005 1.4776070577024654E+007 5.4629630608248146E+002 4.9598835009944327E+006 -2.1653656348607917E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.1653656348607917E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.3051524515678395E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -9.8999999999999986E+001 0.0000000000000000E+000 0.0000000000000000E+000 -2.5830820403170736E-008
9 2.0798901759999997E-004 1.4999999999994618E+001 4.4797247182174074E+000 2.5047097211137022E+000 3.6292057372238138E+000 5.4779076203875432E+000 -5.3803084509510404E+000 8.2917188016466863E+000 7.5700000000000012E-001 2.5753670467055521E-005 2.4197424632953299E-001 2.0596951064740933E-004 6.0335156651373538E-005 5.6019382083326427E-004 1.2564618982421072E-004 4.7855322043631998E-005 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -1.2803769411697942E+001 8.7850429227841120E-001 3.5550926427680523E+001 3.5099308505259191E-005 1.4775851701798070E+007 5.4742876979570519E+002 4.9701161805010736E+006 -2.1653651701547926E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.1653651701547926E+001 -9.8999999999999986E+001 -3.7327719462333661E+001 -2.3051519868618403E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -9.8999999999999986E+001 0.0000000000000000E+000 0.0000000000000000E+000 -2.5781164231871339E-008
10 2.5958682111999992E-004 1.4999999999993289E+001 4.4787716009881313E+000 2.5047055136865923E+000 3.6289695616300501E+000 5.4779052160945216E+000 -5.3803034717300751E+000 8.2917200916762308E+000 7.5700000000000012E-001 2.5753670467055521E-005 2.4197424632953299E-001 2.0596951064740933E-004 6.0335156651373538E-005 5.6019382083326427E-004 1.2564618982421072E-004 4.7855322043631998E-005 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -1.2803749363253550E+001 8.7850429227841120E-001 3.5550870493184959E+001 3.5099328891336539E-005 1.4775636981591916E+007 5.4863680975831596E+002 4.9810357419235902E+006 -2.1653646430204979E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.1653646430204979E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.3051514597275453E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -9.8999999999999986E+001 0.0000000000000000E+000 0.0000000000000000E+000 -2.5727830840224393E-008
