1 2 3 4 5 6 7 8
version_number compiler build MESA_SDK_version math_backend date burn_min1 burn_min2
"12778" "gfortran" "9.2.0" "x86_64-linux-20.3.2" "CRMATH" "20240325" 5.0000000000000000E+001 1.0000000000000000E+003

1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57
model_number star_age star_mass log_L log_R log_Teff log_center_T log_center_Rho log_center_P center_h1 center_he3 center_he4 center_c12 center_n14 center_o16 center_ne20 center_mg24 center_si28 center_s32 center_ar36 center_ca40 center_ti44 center_cr48 center_fe52 center_fe54 center_fe56 center_ni56 center_degeneracy center_ye center_entropy compactness_parameter dynamic_timescale kh_timescale nuc_timescale pp cno tri_alfa log_LH log_LHe log_LZ log_Lneu he_core_mass c_core_mass o_core_mass si_core_mass fe_core_mass he_core_radius c_core_radius o_core_radius si_core_radius fe_core_radius max_abs_v_velocity surf_avg_omega_div_omega_crit log_total_angular_momentum surf_avg_omega surf_avg_v_rot star_mdot
1 1.0000000000000001E-005 4.9999999999999405E+000 3.7680024587005070E+000 2.0988498245730578E+000 3.6542051206149107E+000 5.4774819440014024E+000 -4.5913432748053840E+000 9.0398417920212424E+000 7.5700000000000001E-001 2.5753670467055521E-005 2.4197424632953299E-001 2.0596951064740939E-004 6.0335156651373545E-005 5.6019382083326438E-004 1.2564618982421075E-004 4.7855322043632005E-005 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -1.0987367168154655E+001 8.7850429227841098E-001 3.1818187494925176E+001 5.8005435990381071E-005 6.2997498693310395E+006 7.9738353613137178E+002 8.5303636513583772E+006 -2.1399666629800027E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.1399666629800027E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.2797534790166818E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -9.8999999999999986E+001 0.0000000000000000E+000 0.0000000000000000E+000 -5.8926758342574248E-009
2 2.2000000000000003E-005 4.9999999999998694E+000 3.7675784906009482E+000 2.0988413815999962E+000 3.6541033500765523E+000 5.4774817332620360E+000 -4.5913420978229063E+000 9.0398427231890821E+000 7.5700000000000001E-001 2.5753670467055524E-005 2.4197424632953299E-001 2.0596951064740941E-004 6.0335156651373552E-005 5.6019382083326438E-004 1.2564618982421075E-004 4.7855322043632005E-005 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -1.0987363748750157E+001 8.7850429227841098E-001 3.1818181105872693E+001 5.8005464427323603E-005 6.2995661650296850E+006 7.9817785701866808E+002 8.5386952514488678E+006 -2.1399661217598634E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.1399661217598634E+001 -9.8999999999999986E+001 -3.7026689466669680E+001 -2.2797529377965418E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -9.8999999999999986E+001 0.0000000000000000E+000 0.0000000000000000E+000 -5.8876538696850085E-009
3 3.6400000000000004E-005 4.9999999999997851E+000 3.7670862895077843E+000 2.0988317031358288E+000 3.6539851390353451E+000 5.4774811923675424E+000 -4.5913412861355605E+000 9.0398429468103370E+000 7.5700000000000001E-001 2.5753670467055524E-005 2.4197424632953299E-001 2.0596951064740941E-004 6.0335156651373552E-005 5.6019382083326438E-004 1.2564618982421075E-004 4.7855322043632005E-005 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -1.0987360034513816E+001 8.7850429227841098E-001 3.1818174033466637E+001 5.8005468539954811E-005 6.2993555851966208E+006 7.9910078079487084E+002 8.5483779386038184E+006 -2.1399661078718399E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.1399661078718399E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.2797529239085179E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -9.8999999999999986E+001 0.0000000000000000E+000 0.0000000000000000E+000 -5.8817946662445518E-009
4 5.3680000000000001E-005 4.9999999999996838E+000 3.7664928368516724E+000 2.0988201491692409E+000 3.6538425528546106E+000 5.4774806070236464E+000 -4.5913403856095263E+000 9.0398432105153024E+000 7.5700000000000001E-001 2.5753670467055524E-005 2.4197424632953296E-001 2.0596951064740939E-004 6.0335156651373538E-005 5.6019382083326438E-004 1.2564618982421075E-004 4.7855322043631998E-005 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -1.0987355964326468E+001 8.7850429227841098E-001 3.1818166286434675E+001 5.8005473485399981E-005 6.2991042082113232E+006 8.0021476725125433E+002 8.5600670700288936E+006 -2.1399660876638723E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.1399660876638723E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.2797529037005503E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -9.8999999999999986E+001 0.0000000000000000E+000 0.0000000000000000E+000 -5.8750014703489112E-009
5 7.4416000000000000E-005 4.9999999999995621E+000 3.7658084635958158E+000 2.0988068059524969E+000 3.6536781311490185E+000 5.4774799822763338E+000 -4.5913394008224166E+000 9.0398435151544003E+000 7.5700000000000001E-001 2.5753670467055524E-005 2.4197424632953299E-001 2.0596951064740941E-004 6.0335156651373552E-005 5.6019382083326438E-004 1.2564618982421075E-004 4.7855322043631998E-005 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -1.0987351565976057E+001 8.7850429227841098E-001 3.1818157918115933E+001 5.8005479247345935E-005 6.2988139154048664E+006 8.0150138675858227E+002 8.5735668943679091E+006 -2.1399660625905614E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.1399660625905614E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.2797528786272391E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -9.8999999999999986E+001 0.0000000000000000E+000 0.0000000000000000E+000 -5.8668228258935427E-009
6 9.9299199999999986E-005 4.9999999999994165E+000 3.7650379274266506E+000 2.0987916205458950E+000 3.6534930898100284E+000 5.4774793266712019E+000 -4.5913383391010649E+000 9.0398438625850854E+000 7.5700000000000001E-001 2.5753670467055527E-005 2.4197424632953299E-001 2.0596951064740939E-004 6.0335156651373545E-005 5.6019382083326438E-004 1.2564618982421075E-004 4.7855322043632011E-005 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -1.0987346885547826E+001 8.7850429227841098E-001 3.1818149017045801E+001 5.8005485851887298E-005 6.2984835604980066E+006 8.0295276820079494E+002 8.5887918341614585E+006 -2.1399660330772466E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.1399660330772466E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.2797528491139239E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -9.8999999999999986E+001 0.0000000000000000E+000 0.0000000000000000E+000 -5.8574050397004624E-009
7 1.2915903999999998E-004 4.9999999999992415E+000 3.7641762253353641E+000 2.0987744275445674E+000 3.6532862607878709E+000 5.4774786525406185E+000 -4.5913372101817975E+000 9.0398442563088093E+000 7.5700000000000001E-001 2.5753670467055527E-005 2.4197424632953299E-001 2.0596951064740939E-004 6.0335156651373545E-005 5.6019382083326438E-004 1.2564618982421075E-004 4.7855322043632011E-005 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -1.0987341987630405E+001 8.7850429227841098E-001 3.1818139707454119E+001 5.8005493393960926E-005 6.2981095517591275E+006 8.0457937375003621E+002 8.6058501375733409E+006 -2.1399659978657208E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.1399659978657208E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.2797528139023981E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -9.8999999999999986E+001 0.0000000000000000E+000 0.0000000000000000E+000 -5.8468174568301353E-009
8 1.6499084799999998E-004 4.9999999999990328E+000 3.7631932506647892E+000 2.0987546855285819E+000 3.6530503881282197E+000 5.4774779766802109E+000 -4.5913360243457051E+000 9.0398447040154117E+000 7.5700000000000001E-001 2.5753670467055527E-005 2.4197424632953299E-001 2.0596951064740941E-004 6.0335156651373538E-005 5.6019382083326438E-004 1.2564618982421075E-004 4.7855322043632011E-005 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -1.0987336953362272E+001 8.7850429227841098E-001 3.1818130145953607E+001 5.8005502128888624E-005 6.2976801203055074E+006 8.0643916534440120E+002 8.6253505310568307E+006 -2.1399659519627008E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.1399659519627008E+001 -9.8999999999999986E+001 -3.7026689466669680E+001 -2.2797527679993777E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -9.8999999999999986E+001 0.0000000000000000E+000 0.0000000000000000E+000 -5.8349970373275489E-009
9 2.0798901759999997E-004 4.9999999999987823E+000 3.7620995378283175E+000 2.0987325712929543E+000 3.6527880170369156E+000 5.4774773152879277E+000 -4.5913347987791964E+000 9.0398452059908863E+000 7.5700000000000001E-001 2.5753670467055527E-005 2.4197424632953299E-001 2.0596951064740939E-004 6.0335156651373545E-005 5.6019382083326438E-004 1.2564618982421075E-004 4.7855322043632005E-005 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -1.0987331877655881E+001 8.7850429227841098E-001 3.1818120514278512E+001 5.8005512087506654E-005 6.2971991227243850E+006 8.0851380286090102E+002 8.6470997028062847E+006 -2.1399658947249165E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.1399658947249165E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.2797527107615934E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 -9.8999999999999986E+001 0.0000000000000000E+000 0.0000000000000000E+000 -5.8215405003565015E-009
